Tweet Text,label (annotator1),label (annotator2),label (annotator3)
"Bankers generating 20% of HSBC's London revenue may move to Paris, CEO says",,,
"Donald Trump's Mexican import tax would affect avocados, chili peppers and beer",,,
Staffing cuts left area of Fort Lauderdale airport shooting unguarded:,,,
France’s neighbors sound alarm over the election's risk of catastrophe for the EU,,,
"As Trump targets immigration, 2 million criminal noncitizens already inside US via…",,,
Update: The New Zealand government is now investigating how Peter Thiel gained citizenship in the country…,,,
People in California are pushing to leave the USA. If #Calexit happens that's fine! Republicans will never lose ano…,,,
Fox News' Tucker Carlson nearly doubling Megyn Kelly's primetime ratings,,,
"If wall might cost $12B-$15B, that money could fund EPA for almost 2 years, IRS 8 months, buy 150 F-35 fighters:",,,
"Star Wars: Episode VIII to be titled ""The Last Jedi""",,,
Hannity 'Hopeful' President Trump Will Do Everything He Says He'll Do,,,
Boston march estimated at 120 to 125k. That from senior police official. Organizers were initially planning for 25k,,,
"Grant County, Nebraska has the highest rate of Obamacare enrollees in the US. It also voted overwhelmingly for Trum…",,,
"#UPDATE: People asked to leave CBD, after light plane crash which claimed 2 lives cancels #skyworks2017. Estimated 300,000 people to attend",,,
Duke coach Mike Krzyzewski is not happy with the Blue Devils.,,,
"South African police seize 5,000 donkey skins in Benoni farm raid",,,
Buyer's Remorse: Only 26% Of Americans Would Vote For Obama Again - Rated Worst President In US History @Derameth,,,
Trump accusers join #WomensMarch on Washington,,,
"Speaker Ryan on Trump's wall: ""We're going to pay for it and front the money up""",,,
Bucks’ Jabari Parker benched for violating team rule by discussing locker room matters with the media…,,,
"Dean Baquet vs. Gerard Baker. Baquet's paper says this was a ""lie,"" Baker's paper says it was an ""unsupported claim""",,,
But Madonna goes live & without a delay. And people wonder why only @CNN's ratings have gone down after the electio…,,,
"UK Prime Minister Theresa May: The UN is ""in need of reform,"" but it is still vital",,,
"What Trump has done in 2-days, Buhari has not done in 2-years - Nigerians React venomously to Hurricane Trump",,,
"Democrats have lots of reason to be pissed at Comey. But if he leaves the post, Trump will be able to select his ow…",,,
Trump's top defense and homeland officials to attend Munich Security Conference,,,
Powerful 7.9 earthquake hits Solomon Islands,,,
"Madonna & Ashley Judd stirring the pot of liberal racism, hate and division. That seems to be the Democratic Party way.",,,
New Medical Worry: Deadly Fungal Infection That Resists Treatment,,,
"A tweet about deaths in Georgia due to severe weather has been deleted because the affected area is in southern, not central, Georgia.",,,
"Madeleine Albright is ""ready to register as Muslim"" in solidarity",,,
"Ford, Lockheed Martin CEOs get more #Trump time at White House",,,
"Pennsylvania teacher resigns after police say he drove drunk to work, crashed car at entrance of a high school.",,,
"Hong Kong, Sydney and Vancouver top a survey of the world’s least affordable home markets",,,
So many people turned out for #WomensMarch in Chicago organizers canceled plans to march through city’s downtown…,,,
"Listen to new songs from Arcade Fire, Gorillaz, J. Cole and others",,,
Under @BarackObama more Americans died domestically by lightning strikes than by terrorism and he didn't have walls and useless #MuslimBan,,,
"A lot is on the line for hospitals if Obamacare is repealed -- more than $160 billion, by the AHA's estimate.",,,
The Astana peace on Syria talks will fail with out the invitation of Kurds. The Kurds have shown their heroism and…,,,
.@POTUS: “A lot of plants are going to be built in Michigan & Ohio & North Carolina & Pennsylvania and I’ve only…,,,
Kara's Rada force in Tripoli says has identified perpetrators of car bomb near Italian emb & claims they have links w/ Hiftar's Op Dignity,,,
Snow-covered buildings collapsing in rare US West weather,,,
Brexit and Trump shocks could make Canada a hot destination for M.B.A.s,,,
Poland's Defense Ministry says 2 US soldiers have been hurt in an Army truck accident in southwestern Poland.,,,
"Ahsan Untoo, a human rights defender was tortured ruthlessly by Indian police in #Kashmir on #GawKadalMassacre aniv.",,,
Government agencies banned from tweeting under the Trump administration by @kateconger,,,
Oil Producers Claim Progress in Curbing the World’s Daily Supply,,,
Manhattan jail that holds El Chapo is called tougher than Guantánamo Bay,,,
We're in more danger with ourselves than the bad guys.' Toronto officer shares battle with PTSD #BellLetsTalk…,,,
"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits & little help on the very weak border must change, NOW!",,,
"Sen. Lindsay Graham to Trump: Stop saying ""illegals"" cost you popular vote",,,
Authorities in Lebanon say they have thwarted a suicide bombing in one of the busiest neighbourhoods of Beirut…,,,
"J.P. Morgan, Intuit give Mint, TurboTax customers wider access to bank data",,,
Japan finally gets a champion in its Mongolia-dominated national sport of sumo,,,
Fears terrorists could take advantage of political crisis in Northern Ireland after a police officer was shot,,,
Pope warns that rising populist movements could produce a new Hitler,,,
Medicaid takes center stage as Democrats grill Tom Price -,,,
BREAKING: Authorities release sketch of man believed to have pulled fire alarm at Steelers hotel this morning. Poli…,,,
A first look at the path NASA astronauts will walk when the U.S. launches humans into space again,,,
.@seanspicer won't answer whether #Trump will rescind Obama exec order banning LGBT discrimination among fed contractors #pressconference,,,
"Republicans to kill U.S. rules on corruption, environment, labor and guns next week via @YahooNews",,,
here’s a great overview of why Trump’s twitter is a potential (inter)national disaster by @Bernstein,,,
Trump's draft executive order asks for review of America's methods for interrogation of terror suspects.,,,
"Tell that to women in Libya, Iraq, Syria, Pakistan, Yemen, Palestine, Honduras—Clinton's warmongering list goes on..",,,
"Sunday Times claims Downing Street covered up Trident missile test failure of its nuclear weapons system, weeks bef…",,,
Oxford Economics study: just about all of the states that would be hurt the most in a trade war voted for President…,,,
Berlin's mayor just issued this message for Donald Trump. It's quite something.,,,
"St. Paul police now estimate as many as 100,000 people attended the Women's March Saturday. |",,,
BREAKING: Russian Defense Ministry says its warplanes have flown first combat mission in Syria with U.S.-led coalition aircraft.,,,
"Fox ""News"" cans Stacey Dash, who somehow fell short of their journalistic standards. This is like being kicked out the Klan for intolerance.",,,
"Jeremy Corbyn expressed #pmqs condolences to family of ""police officer who lost his life"" in Northern Ireland... but he's still alive.",,,
The next generation of Democratic Party leaders took to microphones at the Women's March events,,,
Ethicists say President Trump is improperly profiting from his office.,,,
"Under Trump and Pence, optimism soars for March for Life participants",,,
People are leaving their Women's March signs outside the Trump Hotel,,,
Trump taps private-equity investor as civilian head of Navy,,,
"VARNEY: If Pres. Trump's economic policies are successful, Democrats up for re-election better get behind him or th…",,,
"#Hurricane Matthew Destroyed 177 Miles of East Coast Dunes, USGS Says:",,,
Ft. Lauderdale airport shooter is indicted on 22 counts and now could face the death penalty,,,
At least 1 dead after small plane crashes at Tucson airport,,,
Arthur Blank taking nearly 500 Falcons employees to Super Bowl LI:,,,
Essentially WH PressSec Spicer is accusing the media of Majestätsbeleidigung regarding their coverage of the inauguration. This is crazy.,,,
Police charge driver in Australia rampage with five counts of murder,,,
The first train to cross Aleppo in years traverses an urban wasteland,,,
"Sean Spicer claims the media inaccurately reported crowd sizes, but video footage suggests otherwise.",,,
The life of a New York City Ballet corps dancer,,,
"6 people were shot in Chicago including a 12-year-old girl at a memorial for a gunshot victim, when will this stop?",,,
"Y'all better not think Peña Nieto is cute for ""being against Trump"" and forget he has killed students, protesters,…",,,
Nigeria's recession is creating opportunities for Africa’s largest bank,,,
British PM May announces Pres. Trump has accepted an invitation from Queen Elizabeth to make a state visit to the U…,,,
"Kellyanne: “Sean Spicer...gave alternative facts” Chuck: ""Alternative facts are not facts. They are falsehoods.”",,,
Hedge funds are showing they have some faith in OPEC by betting on rising crude prices,,,
Analysis of Women's march. Cops performed ADMIRABLY under the circumstances. Shame on the D.C. Metro Police Chief. His cops were undermanned,,,
"The [Dakota Access] pipeline has the possibility of affecting 18 million Americans water supply, says…",,,
Border tax ideas roil oil markets and favor Gulf Coast refiners,,,
NEW ERA OF TURMOIL: select @LATimes pages on the Women's marches and the first full day of the Trump administration.,,,
ZERO Americans have been killed by foreign nationals from the seven countries from which Trump banned immigration.,,,
Florida woman charged after police say she hit an officer with a tampon. #odd,,,
U-Va. president Teresa A. Sullivan announces she will step down in summer 2018,,,
Trump was not kidding when he said he will blow ISIS into bits and pieces. The General destroyed 31 ISIS targets h…,,,
Pres. Trump's nominee to lead Health and Human Services is back in the spotlight for another round of grilling…,,,
The Latest: White House says the Trump administration will keep dialogue open with Mexico.,,,
".@OReillyFactor: “In Chicago, where the mayor cannot control gang violence, he remains defiant on criminal aliens.”…",,,
Senate’s investigation into alleged Russian hacking begins without end in sight,,,
"@womensmarch Guess what? I'm a woman & voted for Trump. How dare you call me a victim. I'm not of the poor"" me mentality of Dems.",0,,
"Hello, my name is Donald Glover. You killed my father. Prepare to die.",0,,
"Yes, I have contacted my MPP for ON's 'cap n' tyranny' tax & two MP's about PMJT's proposeed carbon tax & his spend…",0,,
"Congratulations sir, Mr. President, I am no longer ashamed of the USA! My prayers are with you.",0,,
"Nadine is a non-conformist. She paves her own way and refuses to be caged-in to PH showbiz' standards. You do you, Bangsie! #ScoutXNadine",0,,
"This sweet little guy was found near Blackhawk Road in Eagan tonight, let me know if you recognize him. Please shar…",0,,
"Devastating. I have news for you, Liz. The jets that transport you on your taxpayer financed vanity trips don't…",0,,
I'm supposed to call my Senator about Zinke being a terrible choice for Sec of Interior. (he is) Guess who is my Senator? Yep.,0,,
"I wish President's parents were here to witness this historic event. Son, You have made your father & mother very proud.",0,,
"I left Chicago's protest after a couple hours. If anyone has accounts of police harassment, send it my way.",0,,
"Hey @AnissaNow, I was looking for a nice shot of Bolotnaya to compare w DC riots and found this. You know this is a…",0,,
"if one of your personal safety concerns is that antifa might attack you, you have made bad choices in life",0,,
This is the man that sent me to a Harley Street psychiatrist because I refused to do illegal work for HSBC,0,,
"I always wanted to see Reaper's face looking like he endured an explosion, but haven't seen it yet, so I did it mes…",0,,
My grandmother family was killed by the #Nazi in #Poland. She survived since she came to Palestine in 1920's.…,0,,
when I first moved to Texas I saw a police officer in a cowboy hat and that's how I thought everyone dressed here,0,,
my name is junie b jones & the b stands for bish cash me ousside howbow dah,0,,
"I believe 3 million illegals voted for Clinton. I believe Trump is right. He usually is. Learn from history, it wil…",0,,
Only idologicaly opposed people and a particular religious extremists who are against unity of India attack me. I a…,0,,
"If you get paid by the Gulf, then you magically become 'expert' on Syria regardless the rubbish you write. That's phase 1.",0,,
"“I haven't read a war fiction book in good while, so I am glad that I got to pick up Harry's War.” #Nook",0,,
Boots from The Coup and Christian Slater too I'm on full fanboy mode trying to buy them shots and they're just trying to get away from me,0,,
At The Start Of All This Moms Told Me The Sky Is The Limit...But I'm Shooting For The Moon__ #SigningOut,0,,
If I see one more shot of burnt wes ...SO HELP ME SHONDA !#whokilledwes #HTGAWM,0,,
I'm not American but as an Australian thank you sir and good luck to you & mrs Obama,0,,
#DanaPerino keep your opinion to yourself. Sean Spicer is by far a better WH press secretary than you! You're one of the worst in history!,0,,
"sean spicer just said if you are from a predominately Muslim country you have a ""predisposition"" for terrorism. he used that exact word.",1,,
Am I the only one that thought Ace Boogie was about to have a flashback when he got shot as he going into the apartment? #NewEditionBET,0,,
I'm Lan i barrow my cousin's twitter just to vote.. let's go and keep tweeting. WinTheCrown MaxineMedina. #MissUniverse #Philippines,0,,
"Cheryl, i'm a journalism student writing my dissertation on police records in the US. Wondered if I could ask a couple questions?",0,,
Bani...you are on record stating that you don't give a damn about tasks but has an issue with Rohan telling her that on her face!,0,,
"A note from a witness written in Korean. ""If I had screamed, maybe I could have saved you. I'm so sorry""…",0,,
"My favorite new meme shows my & every other liberal's, i suspect, most hated lawmaker.",0,,
It beats my imagination that a case I wasn't mentioned in is an issue now- Boakye Agyarko [on Bank of NY fraud question] #GhVetting #CitiCBS,0,,
"i'm waiting for a gay mike pence scandal... if you live in DC, tell me if you see him on grindr or craigslist or something",0,,
"Richard Spencer bla bla bla and you Commies are worse, you go out and terrorize and intimidate: REALIZE WHY YOU LOS…",0,,
"Poll: If a Sevco fan calls you a ""Paedo"" or ""Tim"" on Twitter, are you GENUINELY offended or do you not give a sh*t? Honest answers please.",0,,
Whenever I get sad about Sherlock I'm going to re-watch A Scandal in Belgravia because it's only one of the finest pieces of TV out there.,0,,
"Whoever,and i mean WHOEVER,killed #KiralıkA_k (i hope, i wish from the bottom of my heart) has to pay for this ASAP.This is all im gonna say",0,,
"If you own a Canada Goose coat, you're complicit in the murder of animals. #FuckCanadaGoose #FuckFur",0,,
In March I am running a half marathon for Syria Relief. Please donate to my page,0,,
"Everyone is asking me to speak more on Robert & Kristen.I don't have time except to say ""Robert, drop her, she cheated on you & will again!""",0,,
Shared last nights antisemitic attack on FB. notification that I'm frozen out of my account 4 3 days 4 inappropriate post. Censorship begins,0,,
I honestly don't think eliminating IMLS is what people who voted for Tr*mp thought they were voting for. Many of my patrons voted for him.,0,,
"All my family are Rangers YES voters, but you canna say my tweet rings hollow. OH, and I never mentioned Rangers in…",0,,
"(if i'm ever inaugurated POTUS i'm spending first AM reading classified files on MLK assassination and Tupac murder, but to each his own)",0,,
"170121 Sehun: Hello, it's exo sehun. It snowed today so i am feeling good. I personally like snow. Everyone is as t…",0,,
"I’m only here because of my dad, my hero' - Road victim Abbie's final message to much-loved father…",1,,
My favourite Johnny Depp movie is the one where my midlife crisis doesn't seem quite so bad after all.,0,,
If anyone sees my nan or a green Vauxhall astra please message me or phone to police it's coming up to 21 hours tha…,0,,
"Praying for direction. Ya Rab, please guide my words, my thoughts, my actions, & help me to live my life according to ur will & not my own.",0,,
I finally got my Mech Suit in Subnautica and just in time to discover a new horror!,0,,
"The only time I've heard ""My name is Conner and uh, I actually started this fire"" and felt at ease with a white pre…",0,,
"I call it a ""PMFXI System"" since I use it only on PAMM & MAM accounts to trade for me and my clients. #MoneyManagement #MutualFunds #News",0,,
Sorry Donald but I'm too busy building my underground shelter now you've ACTUALLY named Iran and North Korea as you…,0,,
"Aguirre: I told Santiago that it is imperative that he execute a statement, so DOJ could assess your application.",1,,
"I kinda like Jackson Pollock, Lucky said, biting into his burger. ""Everything he does is basically a disaster. But... beautiful."" #MuseMon",0,,
Kendall playing Spill Your Guts or Fill Your Guts is the funniest thing I've seen,0,,
"@.GOODLUCKMAR: cry4nikolaus ? no, cry 4 me because of nikolaus . his beauty has killed me",0,,
"while i don't fully approve of your attack symmetra behavior, it IS fun to watch you go. - derek, as i vault over dva to kill a genji",0,,
This was not by any means a tough vote and you caved. You are part of the crew that legitimizes Trump and I couldn…,0,,
Life is just better when you wake up with Tom Brady as your quarterback and Bill Belichick as your coach. Sky's bluer. Sun's brighter.,0,,
"Pls rt till it gets to @AkinwunmiAmbode. I'm tired of shooting in Lagos! 2 days ago, they broke bottle to stab my c…",0,,
I just entered a Cathedral. And I am not on fire. looking forward to hearing the Imam heavily criticised for s…,0,,
"Brutal stomping attack has dad out for justice: ‘When I look at the video, I see attempted murder’ TheBlaze",0,,
"MG Tuition Services reiterates the warning be careful what you wish for, especially to government ministers, it's i…",0,,
I swear if I hear Toews and not Malkin I'm gonna break something,0,,
"Atwoli is suing Jitongo for defaulting on a loan of 100 million. Meanwhile, my co worker and I just agreed to go dutch on ugali saucer ya 30",0,,
"My precious sunshine Jongdae dying from laughter when Minseok imitated the Crow's voice, omg he imitated it perfect…",0,,
"I think that a group of Muslims, ISIS are very responsible for the murder of christians, I think Christmas is safe",0,,
I vote for my country #MissUniverse #Indonesia Wawancara singkat Live Smart bersama Miss USA Nia Sanchez & Olivia...,0,,
When a Trump fan w/ Pepe Frog emoji beside his name instinctively insults you b/c you're a journo but then realizes…,0,,
"LindaSuhler: RT FoxNews: .JudgeJeanine: ""If you're illegal, you've got to go back to your country, and if they don…",0,,
"Salvador ""I don't do drugs I am drugs"" Dal painting The Face of War, 1941",0,,
"Dear Feminists, Your march had a Pro Sharia, pro mutilation leader. Your speaker killed a gay man. You are mad I pr…",0,,
"Kaisoo shippers, imma let y'all have yall's moment okay, bUT IF I SEE SOME MORE TWEETS ABOUT JONGIN BEING DADDY I'M CALLING THE POLICE",0,,
"I'm here to set an example that you have to stand up and speak up for what you believe, Angela Rose from Arizona…",1,,
Twitter is too toxic full of stupid people who unnecessarily hates on EXO & EXO-Ls. I wanna fight so bad but I'm still keeping my dignity.,0,,
"*sees Tarantino get misquoted* You Bitch Mother Fucker *sees war supported on flimsy pretenses* Wlel, that's his beliefs and I respect that",0,,
So America is about to witness its first dictatorship & y'all are shocked? I'm shocked y'all didn't see this coming when you voted for him,0,,
If you're a Muslim journalist in the U.S. contact me. I'm working on starting the Muslim American Journalism Association (MAJA).,0,,
"I believe this is true. The ppl around him are more dangerous than he. GOP wants Pence, gotta go through Jared tho",0,,
Having to remind myself when looking at these forecast soundings that I'm looking at MS/AL and not the plains. Toni…,0,,
Multi vehicle accident on I-83 northbound at Exit 39B - Pennsylvania Turnpike I-76. There is a shoulder closed.,1,,
"If my kid is US citizen like me,his father is Mex,we live in Mexico,his father needs to go with us to renew my kid's passport?",0,,
"Du30 in Sarangani: If you make a slave of the Filipino and to fatten your pocket, I'm telling you know,...",0,,
I'm live on Twitch playing For Honor Beta - Witness Me at,0,,
"Matthews: I Didn’t Vote for Trump, But I Like the ‘Infrastructure Stuff,’ ‘Going Against Stupid Wars’…",0,,
"I'm not Latino nor live on the Southern border. I'm human, I'm Muslim & that's why I'm against that wall. #NoBanNoWall",0,,
attack me from 1 direction but run from me in all directions ~ Bible.Hop running in all directions with this nu L…,0,,
I'm thrilled the racists and bigots hate me. Tells me I'm on message. No room for racism in Trump's America. #Win4Everyone,0,,
YOU KILLED ME IN H1Z1 legit right now.... i tried to plea but you chased me in the cop car!! ggs (this is g00se btw @zxchwxxds),0,,
I am very here for Sylvia Sidney's I-am-trying-to-set-you-on-fire-with-my-mind gaze.,0,,
You bush-league CTV liars crack me up. Dion Bews was charged twice today by police. You're still quoting him as say…,0,,
"I've always wondered what it feels like to *literally* crash into RJ's chest I MEAN DEAR GOD, COMFY MENG?…",0,,
If you haven't seen Miranda Lambert perform or weren't planning on seeing her Highway Vagabond Tour.. what are you doing with your life,0,,
"Before u attack me, please note that I'm 7'2"", 250 and hold PhDs in krav maga and rattlesnake management",0,,
Mariah Carey Feels ''Bad'' After James Packer Abruptly Leaves Her Tour on Mariah's World: ''I Wish I Had More...,1,,
"Yes, HRC won the popular vote -- I voted for her, I'm just saying, between Stein and the campaign against HRC from…",0,,
"Omfg Herrera keeps on shooting thinking he's Scholes, I genuinely hope he dies on his way home",0,,
I have everypony else PARRY. 15 CREEPING COINS are killed! Everypony gets 2760 EXP and 43 G.P. Good first fight I say.,0,,
"i was thinking of stanning the weeknd because starboy was fire but now that my mans says ""that shit's whack"" i gott…",0,,
What fire? What am i missing???? This POS has just sucked the heart and soul out of what I believed was America.…,0,,
"Pls reach out to your local CMHA branch at 1-866-531-2600. If your're in crisis, pls call your local distress centre or 911.",0,,
"Where is Padmé? Is she safe? ""It seems Lord Vader, in your anger, you killed her""",0,,
"This sweet little guy was found near Blackhawk Road in Eagan tonight, let me know if you recognize him. Please shar…",0,,
I'm a naturalized American so US politics still confuse me sometimes. What does it take for someone not to be confirmed by Senate? Murder?,1,,
"weed, exctacy, coke, alcohol, meth, ketamine, arrested, nearly dropped out, yet here i am. my mistakes are the reason i've become better.",0,,
“We have to speak up when we see injustice. People spoke up for me & that’s why I’m here today.” —Survivor Josiane…,0,,
"Tronwald, this is a phrase used by Nazis and the Klan. I know you barely finished Uni, but shit",0,,
I picture Rube Goldberg scenarios where all my students got into in one complex car accident and that's why they're late. #Classwatch2017,0,,
"Jessica Williams: ""I come from black bodies. Williams isn't my real name-It's my slave name. I'm my ancestors' drea…",0,,
Check out my broadcast from my PlayStation 4! #PS4live (Saban’s Mighty Morphin Power Rangers: Mega Battle) live at,0,,
I mean. Pence is the VP. I don't think there's any mystery in terms of what direction that train is going,0,,
"Was in my neighbor's flat, dad came back, I didn't go greet. When I got home, entering the door, sneak attack, kara…",0,,
Telkom disconnected my fibre because the owner of the account is deceased. I am the owner.,0,,
The crowd laughter at Trump's C.I.A. speech sounded suspect to me so I did NOTHING TO THIS AUDIO but add Seinfeld m…,0,,
16 Signs Which Are Warning you that your Liver is Overloaded With Toxins That Make You Fat!,0,,
When you're trying to go home but Itachi has you in a Genjutsu,0,,
Musona is class though.. Still the best striker I’ve seen in South Africa during my time. Zimbabwe’s main threat. #AFCON2017,0,,
"@seemsuncertain I watch the dragon show, I am out on the zombies. After rick killed Shane I lost interest for some reason",0,,
(1 of 2) Here are 4 pictures I took of the Supreme Court during my visit to DC last Sept. I placed my car keys in 1…,0,,
Some days you're Woodward. Other days you're Bernstein.,0,,
Check out my broadcast from my PlayStation 4! #PS4live (This War of Mine: The Little Ones) live at,0,,
"Everyone is asking me to speak more on Robert & Kristen.I don't have time except to say ""Robert, drop her, she cheated on you & will again!""",0,,
"These women are only attention seekers. They don't care about the atrocities in Syria or Yemen. It's all ""look at me, look at me""",0,,
Trumpf is a dictator..your democracy has been taken and GOP are in fact fascists. You We are in danger. Clear your heads.,0,,
"Avoid NB I-75 near I-696, it's going to be closed for a while -- 2 Semi-Crash On I-75 Causes Fuel Spill #RoyalOak",1,,
"No, I'm criticizing him for spreading falsehoods about Chicago violence. If you care about something you get your f…",0,,
"I'm a Chinese American who identifies as Italian, dances Brazilian samba to Middle Eastern beat, dreams of Africa. If you're racist, try me.",0,,
"I'm about to leave Banjul, maybe minutes before Yahya Jammeh. That's the plane he's set to leave on behind me. It's…",0,,
"Mark Steyn: 'The More Muslims You Have, the More Terrorism You Have' - Breitbart via @BreitbartNews 44RR",0,,
"Comes down to whether you think Trump is a racist (he is). If he's a racist, then his friendship to Brady matters.",0,,
"I've been calm about the protests but I just saw footage of germans in berlin holding the sign ""walls divide, build bridges"" and i'm crying",0,,
I shot 12 videos in 6 days while I was in LA. I'm about to lock myself in for a week and edit. No Jumper interview dropping soon too.,0,,
"If you believe that you are against White Supremacy and yet you support Trump, you are lying to yourself.",0,,
"My piece on some of Yordano Ventura's memorable moments. Fire both implied to his fast ball, and the way he was.…",0,,
"#LetterToIndia | ""If I am a bad Indian, you be good Indians and tell your cops not to target Journalists.""",0,,
"It doesn't matter how many times you reinvent yourself, Sallie Mae finds you Quinn telling it like it is on…",0,,
"I just killed two Xhosa mosquitoes. the reason why I noticed that they were Xhosa's, is that they were flying right next to my wallet.",0,,
"I keep thinking of Joseph Welch's words to Joe McCarthy: ""Have you no sense of decency, sir?""",0,,
You have Feds now! It's the same as when you used to send in Joan Rivers to help Meatloaf you dangerous nightmare…,0,,
You're not. Watching my coworkers make signs & organize after 3 yrs of silently watching me march/move for Black li…,0,,
Alright as my first order of business as the crowned leader of the alt right I hereby announce that Matt Forney is…,0,,
"Nyepam status FB supaya bnyak yg vote Keke but my friend be like ""who the hell are you spamming at my fb timeline?"" #MissUniverse #Indonesia",0,,
"Thanks for having me from #WomensMarch, @KatyTurNBC! Glad I made you laugh, but danger of DeVos is dead serious.",0,,
"I tried to the place them in another wall and they fell, the glass broke, they are all dead. I'm sorry Brent. DEAD…",0,,
I am deceased. WE HAVE CONFIRMATION THAT LYDIA MARTIN HAS LOVED STILES STILINSKI SINCE THE KISS. i bloody knew it.…,0,,
Six beers and two rums into Australia Day and I still suspect I'm the soberest person in the country...,0,,
"Whenever I see Bobby Brown ""King of R&B"" I think of Whitney Houston yelling ""Bobbbbbbyyyyy"" #NewEditionBET",0,,
"But.....well I'm confused. Some on the far left claimed he was a safer choice than Clinton, because he was not a wa…",0,,
"Here we go again. You idiots never learn and I am including all you ""Hillary is a warmonger"" Stein-voting fools al…",0,,
I lit my soul on fire today and the world embraced it. I still believe. Thank you for believing with me. PC: Lorena…,0,,
This is me a ways in front of the Washington Monument during Trump's inaugural speech. But I'm a member of the medi…,0,,
I tend to vote Democrat but I'm actually registered as a dead illegal.,0,,
BEA tries making herself look like the victim of our group but here's a pic of her trying to kill me,0,,
"Gaslighting 101. Who are you going to believe? Me or all of the images, pictures, and crowd estimates from police &…",0,,
a buddy cop sitcom about me and racist me solving crimes in the greater cleveland area,0,,
"When you say 'cs'ers are racist, homophobic Trump supporters' you're not only saying that to the straight white cs'ers, you're also saying +",0,,
Check out my broadcast from my PlayStation 4! #PS4live (War Thunder) live at,0,,
ATTENTION MTHS Students: Elections have begun and I'm running for ASB President please vote for me using the 5- Sta…,0,,
"1. My train to the inauguration; 2. My train to the Women's March or it was supposed to be, but it was too full f…",0,,
My name is Joachim Hirsch. The US turned me away at the border in 1939. I was murdered in Auschwitz,0,,
@JerryHume I grew up in Pine Hills and it saddens me to see it in this condition. Praying for Sheriff Demings to have success.,0,,
"This list in invalid the moment I opened it and saw Clap Your Hands last place and Fire/I Don't Care, 21's trademar…",0,,
why did you attack me? a shove is now an attack? how about you stop telling a jewish man that Hitler did nothing…,0,,
an unstoppable fire has been lit. thank you water protectors of san diego for letting me stand beside you today.…,1,,
Mark Levin: Ted You're A Fairly New Senator You Were #2 Out Of 17 In The Primary! Cruz: Heidi & I Were Thrilled To…,0,,
Me when someone says trump will be a good president vs me when someone says Hillary would have been a great preside…,0,,
For those of you on here interested in Del. Conaway's high crime area signs bill - he told me this morning he's withdrawing it.,0,,
"Send me memes, I deadass ran out, this is an emergency crisis, dms open",0,,
I know a ton of you hate when I RT Cernovich but is he wrong here? Is crisis Trumps' or #FakeNews producing garbage…,0,,
"Hey pals in California, your senator confirmed every single one of Trump's appointees. Tell her why you're pissed:",0,,
NW SIDE UPDATE: I-270 west closed at SR 315 due to tanker fire - WB traffic use SR 315. I-270 north closed at I-70 - NB traffic use I-70.,1,,
DJ Khaled could hype me into throwing away my mother's Tuppawares.,0,,
@DHSgov i am wishing the best for Melania and we are strong supporters of you. Make America great as you are doing so far,0,,
"Sorry, @greta. You have ruined MSNBC for me. Go back to Faux News. People were there for Hillary you twit.",0,,
"My CCW's good in 19 other states. Las Vegas, NV is 1 of them... just in case they try me on da strip, IM SHOOTING & calling in like I did it",0,,
Do YOU STILL USA Cheap LABOR IN China TO MAKEUP YOU'RE clothes?,0,,
All I'm saying is that China built a wall and they don't have any problems with illegal immigration from Mexico. Coincidence? I think not.,0,,
Multi vehicle accident on I-476 northbound at Exit 16B - I-76 West. There is a ramp restriction.,1,,
"I never picked up Tokyopop's release of the G Gundam manga adaptation, but oh my god. This cover makes it look like…",0,,
"My name is Douglas Pope, I am a retired US Army combat vet. Please check out my music at the site above, thanks much",0,,
"Mr. Bhansali , Sir. I stand with you. This is so infuriating!!!!",0,,
I think it's gonna be the CIA FBI that's gonna take down Trumps presidency with help of media! I have potato chips and Titos vodka ready__,0,,
"You could hear what the WW said. ""They're real Indians."" ""They're still here?"" ""I think they're faking it."" ""Why do they look like that?""",0,,
"Added ""On Trees And Birds And Fire"" by I Am Oak to my Songs For Those Who Feel Playlist on…",0,,
"1. You forgot the word ""illegal"" or ""undocumented 2. You're not an immigrant. You were born in Queens to American p…",0,,
"I was 35 years old when Bill Clinton, Ark. Attorney General raped me and Hillary tried to silence me. I am now 73....it never goes away.",1,,
"“Mr. President, you're entitled to your own airplane, your own house, but not your own facts” -M.Romney #StillTrue",0,,
"Just a little admin warning. Though I don't see any of you doing it now, there's been a BUNCH of OOC and it's making some people very",0,,
Orei inni chotla arrests chustunte naku agatledu I'm also going and surrendering myself in Bangalore police station…,0,,
@seanspicer You tell me??? You know who you remind me of? Joseph Goebbels: Hitler's Propaganda Minister! Y…,0,,
"My favorite bit is when people who incessantly DM me photos of Auschwitz are all ""uh it was a sucker punch to spencer that wasn't fair"".",0,,
"BB: Marks body is really skinny, like me Jackson: So are you saying the other 5 members are fat?! #TURBULENCEinMIA #GOT7inMiami",0,,
"My DSS, NJC story, N632m allegedly traced to my bank account Ex-Enugu CJ #Nigeria #News",1,,
Tweeted this after losses to Coyotes and Avs. I got called crazy and delusional. I said 1 solution is fire Cappy. H…,0,,
"I'mma vote for Trump just to watch shit burn Two months later: ""damn, my house is on fire""",0,,
"You think I was racist don't you? - Asher. ""I just think you're White."" - Wes. Asher used Wes as his ""Black friend.""__ #HTGAWM",0,,
